id,title,authors,venue,year,source
375709,Dynamic buffer allocation in video-on-demand systems,"Sang-Ho Lee, Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song",International Conference on Management of Data,2001,ACM
375710,Adaptive precision setting for cached approximate values,"Chris Olston, Boon Thau Loo, Jennifer Widom",International Conference on Management of Data,2001,ACM
381897,"Database research at the Indian Institute of Technology, Bombay","D. B. Phatak, N. L. Sarda, S. Seshadri, S. Sudarshan",ACM SIGMOD Record ,1996,ACM
381895,Object query standards,Andrew E. Wade,ACM SIGMOD Record ,1996,ACM
381893,Lifestreams: a storage model for personal data,"Eric Freeman, David Gelernter",ACM SIGMOD Record ,1996,ACM
381892,Database research at Arizona State University,"Susan D. Urban, Suzanne W. Dietrich, Forouzan Golshani",ACM SIGMOD Record ,1996,ACM
383735,Applying an update method to a set of receivers,"Marc Andries, Luca Cabibbo, Jan Paredaens, Jan van den Bussche",ACM Transactions on Database Systems (TODS) ,2001,ACM
381901,"Shutdown, budget, and funding",Xiaolei Qian,ACM SIGMOD Record ,1996,ACM
381900,MQseries and CICS link for Lotus Notes,Lotus Development Corp.,ACM SIGMOD Record ,1996,ACM
381899,An Illustra technical white paper,John Gaffney,ACM SIGMOD Record ,1996,ACM
383893,Data Mining with optimized two-dimensional association rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",ACM Transactions on Database Systems (TODS) ,2001,ACM
383892,Querying ATSQL databases with temporal logic,"Jan Chomicki, David Toman, Michael H. B&#246;hlen",ACM Transactions on Database Systems (TODS) ,2001,ACM
383737,I/O reference behavior of production database workloads and the TPC benchmarks-an analysis at the logical level,"Windsor W. Hsu, Alan Jay Smith, Honesty C. Young",ACM Transactions on Database Systems (TODS) ,2001,ACM
383736,"Probabilistic temporal databases, I: algebra","Alex Dekhtyar, Robert Ross, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS) ,2001,ACM
502032,Answering queries with useful bindings,"Chen Li, Edward Chang",ACM Transactions on Database Systems (TODS) ,2001,ACM
502031,Probabilistic object bases,"Thomas Eiter, James J. Lu, Thomas Lukasiewicz, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS) ,2001,ACM
390004,Reminiscences in influential papers,Richard Snodgrass,ACM SIGMOD Record ,1998,ACM
383894,Flexible support for multiple access control policies,"Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS) ,2001,ACM
503101,Multiway spatial joins,"Nikos Mamoulis, Dimitris Papadias",ACM Transactions on Database Systems (TODS) ,2001,ACM
503102,SchemaSQL: An extension to SQL for multidatabase interoperability,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",ACM Transactions on Database Systems (TODS) ,2001,ACM
502033,An extension of the relational data model to incorporate ordered domains,Wilfred Ng,ACM Transactions on Database Systems (TODS) ,2001,ACM
503100,A case for dynamic view management,"Yannis Kotidis, Nick Roussopoulos",ACM Transactions on Database Systems (TODS) ,2001,ACM
507235,Distributed query evaluation on semistructured data,Dan Suciu,ACM Transactions on Database Systems (TODS) ,2002,ACM
507236,Atomicity and isolation for transactional processes,"Heiko Schuldt, Gustavo Alonso, Catriel Beeri, Hans-J&#246;rg Schek",ACM Transactions on Database Systems (TODS) ,2002,ACM
505049,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS) ,2001,ACM
505055,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS) ,2001,ACM
507340,Data management issues in electronic commerce: guest editor's introduction,Asuman Dogac,ACM SIGMOD Record ,2002,ACM
507341,The design and performance evaluation of alternative XML storage strategies,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",ACM SIGMOD Record ,2002,ACM
507237,A logical foundation for deductive object-oriented databases,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",ACM Transactions on Database Systems (TODS) ,2002,ACM
507339,Data management issues in electronic commerce,Asuman Dogac,ACM SIGMOD Record ,2002,ACM
507344,An active functionality service for e-business applications,"M. Cilia, A. P. Buchmann",ACM SIGMOD Record ,2002,ACM
507345,Contracting in the days of eBusiness,"W. H&#252;mmer, W. Lehner, H. Wedekind",ACM SIGMOD Record ,2002,ACM
507342,Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record ,2002,ACM
507343,The n-tier hub technology,"Rainer A. Sommer, Thomas R. Gulledge, David Bailey",ACM SIGMOD Record ,2002,ACM
375774,Snowball: a prototype system for extracting relations from large text collections,"Eugene Agichtein, Luis Gravano, Jeff Pavel, Viktoriya Sokolova, Aleksandr Voskoboynik",International Conference on Management of Data,2001,ACM
375773,"Fault-tolerant, load-balancing queries in telegraph","Mehul A. Shah, Sirish Chandrasekaran",International Conference on Management of Data,2001,ACM
375777,Spatial data management for computer aided design,"Hans-Peter Kriegel, Andreas M&#252;ller, Marco P&#246;tke, Thomas Seidl",International Conference on Management of Data,2001,ACM
375776,PBIR - perception-based image retrieval,"Edward Chang, Kwang-Ting Cheng, Lihyuarn L. Chang",International Conference on Management of Data,2001,ACM
375780,Dynamic content acceleration: a caching solution to enable scalable dynamic Web page generation,"Anindya Datta, Kaushik Dutta, Krithi Ramamritham, Helen Thomas, Debra VanderMeer",International Conference on Management of Data,2001,ACM
375779,RETINA: a real-time traffic navigation system,"Kam-Yiu Lam, Edward Chan, Tei-Wei Kuo, S. W. Ng, Dick Hung",International Conference on Management of Data,2001,ACM
375786,DNA-miner: a system prototype for mining DNA sequences,"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",International Conference on Management of Data,2001,ACM
375783,Lots o'Ticks: real time high performance time series queries on billions of trades and quotes,"Arthur Whitney, Dennis Shasha",International Conference on Management of Data,2001,ACM
375792,XML data management (panel session): go native or spruce up relational systems?,"Per-&#197;ke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Sch&#246;ning",International Conference on Management of Data,2001,ACM
375789,DyDa: data warehouse maintenance in fully concurrent environments,"Jun Chen, Xin Zhang, Songting Chen, Andreas Koeller, Elke A. Rundensteiner",International Conference on Management of Data,2001,ACM
375798,Application servers (panel session): born-again TP monitors for the Web,"C. Mohan, Larry Cable, Matthieu Devin, Scott Dietzen, Pat Helland, Dan Wolfson",International Conference on Management of Data,2001,ACM
375796,Will database researchers have any role in data security? (panel session),"Arnon Rosenthal, Klaus Dittrich, Jim Donahue, Bill Maimone",International Conference on Management of Data,2001,ACM
375808,Time series similarity measures and time series indexing (abstract only),"Dimitrios Gunopulos, Gautam Das",International Conference on Management of Data,2001,ACM
375800,Online query processing: a tutorial,"Peter J. Haas, Joseph M. Hellerstein",International Conference on Management of Data,2001,ACM
375812,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001,ACM
375810,Semantic B2B integration,Christoph Bussler,International Conference on Management of Data,2001,ACM
375814,Standard for multimedia databases,John R. Smith,International Conference on Management of Data,2001,ACM
377665,Temporal statement modifiers,"Michael H. B&#246;hlen, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,2000,ACM
377676,Optimizing object queries using an effective calculus,"Leonidas Fegaras, David Maier",ACM Transactions on Database Systems (TODS) ,2000,ACM
377677,Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Michael J. Franklin, Gerhard Drasch, Wig Ag",ACM Transactions on Database Systems (TODS) ,2000,ACM
381860,Advances in real-time database systems research,Azer Bestavros,ACM SIGMOD Record ,1996,ACM
381868,"Integrating temporal, real-time, an active databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record ,1996,ACM
381870,Real-time index concurrency control,"Jayant R. Haritsa, S. Seshadri",ACM SIGMOD Record ,1996,ACM
381873,Real-time database - similarity and resource scheduling,"Tei-Wei Kuo, Aloysius K. Mok",ACM SIGMOD Record ,1996,ACM
381876,Exploiting main memory DBMS features to improve real-time concurrency control protocols,"&#214;zg&#252;r Ulusoy, Alejandro Buchmann",ACM SIGMOD Record ,1996,ACM
381878,Enhancing external consistency in real-time transactions,"Kwei-Jay Lin, Ching-Shan Peng",ACM SIGMOD Record ,1996,ACM
381879,Improving timeliness in real-time secure database systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record ,1996,ACM
381881,DeeDS towards a distributed and active real-time database system,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",ACM SIGMOD Record ,1996,ACM
381882,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina",ACM SIGMOD Record ,1996,ACM
381886,Database research: achievements and opportunities into the 1st century,"Avi Silberschatz, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1996,ACM
381889,Workshop report: the first international workshop on active and real-time database systems (ARTDB-95),"Mikael Berndtsson, J&#246;rgen Hansson",ACM SIGMOD Record ,1996,ACM
381890,Integrating contents and structure in text retrieval,"Ricardo Baeza-Yates, Gonzalo Navarro",ACM SIGMOD Record ,1996,ACM
335494,lambda-DB: an ODMG-based object-oriented DBMS,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",International Conference on Management of Data,2000,ACM
335495,An approximate search engine for structural databases,"Jason T. L. Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Qicheng Ma, Zasha Weinberg",International Conference on Management of Data,2000,ACM
335484,Research issues in moving objects databases (tutorial session),Ouri Wolfson,International Conference on Management of Data,2000,ACM
335492,Self-organizing data sharing communities with SAGRES,"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",International Conference on Management of Data,2000,ACM
335480,Data access (tutorial session),"Jos&#233; A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000,ACM
335482,LDAP directory services- just another database application? (tutorial session),"Shridhar Shukla, Anand Deshpande",International Conference on Management of Data,2000,ACM
335477,Designing an ultra highly available DBMS (tutorial session),"Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",International Conference on Management of Data,2000,ACM
335479,"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",Avigdor Gal,International Conference on Management of Data,2000,ACM
335474,Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,Anil K. Nori,International Conference on Management of Data,2000,ACM
335476,Of XML and databases (panel session): where's the beef?,"Jennifer Widom, Adam Bosworth, Bruce Lindsay, Michael Stonebraker, Dan Suciu",International Conference on Management of Data,2000,ACM
335471,From browsing to interacting: DBMS support for responsive websites,Raghu Ramakrishnan,International Conference on Management of Data,2000,ACM
335473,Index research (panel session): forest or trees?,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",International Conference on Management of Data,2000,ACM
335468,SQLEM: fast clustering in SQL using the EM algorithm,"Carlos Ordonez, Paul Cereghini",International Conference on Management of Data,2000,ACM
335469,Anatomy of a real E-commerce system,Anant Jhingran,International Conference on Management of Data,2000,ACM
335465,Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000,ACM
335466,Internet traffic warehouse,"Chung-Min Chen, Munir Cochinwala, Claudio Petrone, Marc Pucci, Sunil Samtani, Patrizia Santa",International Conference on Management of Data,2000,ACM
336589,DISIMA: a distributed and interoperable image database system,"Vincent Oria, M. Tamer &#214;zsu, Paul J. Iglinski, Shu Lin, Bin Yao",International Conference on Management of Data,2000,ACM
336587,Integrating replacement policies in StorM: an extensible approach,"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",International Conference on Management of Data,2000,ACM
336583,SPIRE: a progressive content-based spatial image retrieval engine,"Chung-Sheng Li, Lawrence D. Bergman, Yuan-Chi Chang, Vittorio Castelli, John R. Smith",International Conference on Management of Data,2000,ACM
336579,AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,"Ling Liu, Calton Pu, David Buttler, Wei Han, Henrique Paques, Wei Tang",International Conference on Management of Data,2000,ACM
336578,TIP: a temporal extension to Informix,"Jun Yang, Huacheng C. Ying, Jennifer Widom",International Conference on Management of Data,2000,ACM
336577,A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"Michael Gillmann, Jeanine Weissenfels, German Shegalov, Wolfgang Wonner, Gerhard Weikum",International Conference on Management of Data,2000,ACM
336575,MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph J&#225;J&#225;",International Conference on Management of Data,2000,ACM
336573,Image mining in IRIS: integrated retinal information system,"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",International Conference on Management of Data,2000,ACM
336572,Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",International Conference on Management of Data,2000,ACM
336570,Concept based design of data warehouses: the DWQ demonstrators,"M. Jarke, C. Quix, D. Calvanese, M. Lenzerini, E. Franconi, S. Ligoudistianos, P. Vassiliadis, Y. Vassiliou",International Conference on Management of Data,2000,ACM
336568,AJAX: an extensible data cleaning tool,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon",International Conference on Management of Data,2000,ACM
336564,"i3: intelligent, interactive investigation of OLAP data cubes","Sunita Sarawagi, Gayatri Sathe",International Conference on Management of Data,2000,ACM
336562,javax.XXL: a prototype for a library of query processing algorithms,"Jochen van den Bercken, Jens-Peter Dittrich, Bernhard Seeger",International Conference on Management of Data,2000,ACM
336560,FACT: a learning based Web query processing system,"Songting Chen, Yanlei Diao, Hongjun Lu, Zengping Tian",International Conference on Management of Data,2000,ACM
335497,HOMER: a model-based CASE tool for data-intensive Web sites,"Paolo Merialdo, Paolo Atzeni, Marco Magnante, Giansalvatore Mecca, Marco Pecorone",International Conference on Management of Data,2000,ACM
335496,SERFing the Web: web site management made easy,"Elke A. Rundensteiner, Kajal T. Claypool, Li Chen, Hong Su, Keiji Oenoki",International Conference on Management of Data,2000,ACM
335430,WebView materialization,"Alexandros Labrinidis, Nick Roussopoulos",International Conference on Management of Data,2000,ACM
335432,NiagaraCQ: a scalable continuous query system for Internet databases,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",International Conference on Management of Data,2000,ACM
335433,The onion technique: indexing for linear optimization queries,"Yuan-Chi Chang, Lawrence Bergman, Vittorio Castelli, Chung-Sheng Li, Ming-Ling Lo, John R. Smith",International Conference on Management of Data,2000,ACM
335434,On effective multi-dimensional indexing for strings,"H. V. Jagadish, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,2000,ACM
335426,A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000,ACM
335427,Indexing the positions of continuously moving objects,"Simonas &#352;altenis, Christian S. Jensen, Scott T. Leutenegger, Mario A. Lopez",International Conference on Management of Data,2000,ACM
335428,Adaptive multi-stage distance join processing,"Hyoseop Shin, Bongki Moon, Sukho Lee",International Conference on Management of Data,2000,ACM
335429,Finding replicated Web collections,"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",International Conference on Management of Data,2000,ACM
335421,A chase too far?,"Lucian Popa, Alin Deutsch, Arnaud Sahuguet, Val Tannen",International Conference on Management of Data,2000,ACM
335422,WSQ/DSQ: a practical approach for combined querying of databases and the Web,"Roy Goldman, Jennifer Widom",International Conference on Management of Data,2000,ACM
335423,A framework for expressing and combining preferences,"Rakesh Agrawal, Edward L. Wimmers",International Conference on Management of Data,2000,ACM
335424,Microsoft TerraServer: a spatial data warehouse,"Tom Barclay, Jim Gray, Don Slutz",International Conference on Management of Data,2000,ACM
335416,Towards self-tuning data placement in parallel database systems,"Mong Li Lee, Masaru Kitsuregawa, Beng Chin Ooi, Kian-Lee Tan, Anirban Mondal",International Conference on Management of Data,2000,ACM
335418,LH*RS: a high-availability scalable distributed data structure using Reed Solomon Codes,"Witold Litwin, Thomas Schwarz",International Conference on Management of Data,2000,ACM
335419,Efficient and extensible algorithms for multi query optimization,"Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe",International Conference on Management of Data,2000,ACM
335420,Eddies: continuously adaptive query processing,"Ron Avnur, Joseph M. Hellerstein",International Conference on Management of Data,2000,ACM
335461,DLFM: a transactional resource manager,"Hui-I Hsiao, Inderpal Narang",International Conference on Management of Data,2000,ACM
335459,Going beyond personalization: rule engines at work,Eric Kintzer,International Conference on Management of Data,2000,ACM
335463,Indexing images in Oracle8i,"Melliyal Annamalai, Rajiv Chopra, Samuel DeFazio, Susan Mavris",International Conference on Management of Data,2000,ACM
335462,Online index rebuild,"Nagavamsi Ponnekanti, Hanuma Kodavalla",International Conference on Management of Data,2000,ACM
335454,Maintenance of cube automatic summary tables,"Wolfgang Lehner, Richard Sidle, Hamid Pirahesh, Roberta Wolfgang Cochrane",International Conference on Management of Data,2000,ACM
335452,Benchmarking queries over trees: learning the hard truth the hard way,"Fanny Wattez, Sophie Cluet, V&#233;ronique Benzaken, Guy Ferran, Christian Fiegel",International Conference on Management of Data,2000,ACM
335457,Expressing business rules,Ronald G. Ross,International Conference on Management of Data,2000,ACM
335455,Challenges in automating declarative business rules to enable rapid business response,Val Huber,International Conference on Management of Data,2000,ACM
335449,Making B+- trees cache conscious in main memory,"Jun Rao, Kenneth A. Ross",International Conference on Management of Data,2000,ACM
335448,Approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",International Conference on Management of Data,2000,ACM
335451,"Counting, enumerating, and sampling of execution plans in a cost-based query optimizer","Florian Waas, C&#233;sar Galindo-Legaria",International Conference on Management of Data,2000,ACM
335450,Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,ACM
335437,Efficient algorithms for mining outliers from large data sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,2000,ACM
335436,Efficient and cost-effective techniques for browsing and indexing large video databases,"JungHwan Oh, Kien A. Hua",International Conference on Management of Data,2000,ACM
335439,Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,"Alexander S. Szalay, Peter Z. Kunszt, Ani Thakar, Jim Gray, Don Slutz, Robert J. Brunner",International Conference on Management of Data,2000,ACM
335438,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,2000,ACM
369278,Using quantitative information for efficient association rule generation,"B. P&#244;ssas, M. Carvalho, R. Resende, W. Meita, Jr.",ACM SIGMOD Record ,2000,ACM
369281,Object database evolution using separation of concerns,"Awais Rashid, Peter Sawyer",ACM SIGMOD Record ,2000,ACM
369276,Report on the VLDB workshop on technologies for e-services (TES),"Fabio Casati, Umesh Dayal, Ming-Chien Shan",ACM SIGMOD Record ,2000,ACM
369277,Research and practice in federated information systems,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",ACM SIGMOD Record ,2000,ACM
369287,Moving up the food chain: supporting e-commerce applications on databases,Anant Jhingran,ACM SIGMOD Record ,2000,ACM
369289,A vision for management of complex models,"Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",ACM SIGMOD Record ,2000,ACM
369282,Cache invalidation scheme for mobile computing systems with real-time data,"Joe Chun-Hung Yuen, Edward Chan, Kam-Yiu Lam, H. W. Leung",ACM SIGMOD Record ,2000,ACM
369284,Theory of answering queries using views,Alon Y. Halevy,ACM SIGMOD Record ,2000,ACM
362138,Metadata standards for data warehousing: open information model vs. common warehouse metadata,"Thomas Vetterli, Anca Vaduva, Martin Staudt",ACM SIGMOD Record ,2000,ACM
362140,Comparative analysis of six XML schema languages,"Dongwon Lee, Wesley W. Chu",ACM SIGMOD Record ,2000,ACM
362136,Constraint databases: a tutorial introduction,Jan Van den Bussche,ACM SIGMOD Record ,2000,ACM
362137,The implementation and performance of compressed databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record ,2000,ACM
363955,A new approach to developing and implementing eager database replication protocols,"Bettina Kemme, Gustavo Alonso",ACM Transactions on Database Systems (TODS) ,2000,ACM
363956,Theory of dependence values,Rosa Meo,ACM Transactions on Database Systems (TODS) ,2000,ACM
362142,Knowledge discovery in data warehouses,Themistoklis Palpanas,ACM SIGMOD Record ,2000,ACM
363954,An algebraic approach to static analysis of active database rules,"Elena Baralis, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,2000,ACM
373709,SQL and management of external data,"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz, Kathy Zeidenstein",ACM SIGMOD Record ,2001,ACM
373708,Report on the fourth international conference on flexible query answering systems (FQAS 2000),"Patrick Bosc, Amihai Motro, Gabriella Pasi",ACM SIGMOD Record ,2001,ACM
373705,XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,ACM
373699,Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop,Terence Critchlow,ACM SIGMOD Record ,2001,ACM
375666,Iceberg-cube computation with PC clusters,"Raymond T. Ng, Alan Wagner, Yu Yin",International Conference on Management of Data,2001,ACM
375665,On computing correlated aggregates over continual data streams,"Johannes Gehrke, Flip Korn, Divesh Srivastava",International Conference on Management of Data,2001,ACM
375664,Efficient computation of Iceberg cubes with complex measures,"Jiawei Han, Jian Pei, Guozhu Dong, Ke Wang",International Conference on Management of Data,2001,ACM
373713,The Clio project: managing heterogeneity,"Ren&#233;e J. Miller, Mauricio A. Hern&#225;ndez, Laura M. Haas, Lingling Yan, C. T. Howard Ho, Ronald Fagin, Lucian Popa",ACM SIGMOD Record ,2001,ACM
373678,Querying multi-dimensional data indexed using the Hilbert space-filling curve,"J. K. Lawder, P. J. H. King",ACM SIGMOD Record ,2001,ACM
373638,Re-designing distance functions and distance-based applications for high dimensional data,Charu C. Aggarwal,ACM SIGMOD Record ,2001,ACM
373631,EIHA?!?: deploying Web and WAP services using XML technology,"Chiara Biancheri, Jean-Christophe Pazzaglia, Gavino Paddeu",ACM SIGMOD Record ,2001,ACM
369291,New TPC benchmarks for decision support and web commerce,"Meikel Poess, Chris Floyd",ACM SIGMOD Record ,2000,ACM
373697,Constraints for semistructured data and XML,"Peter Buneman, Wenfei Fan, J&#233;r&#244;me Sim&#233;on, Scott Weinstein",ACM SIGMOD Record ,2001,ACM
373691,Towards knowledge-based digital libraries,"Ling Feng, Marfred A. Jeusfeld, Jeroen Hoppenbrouwers",ACM SIGMOD Record ,2001,ACM
373684,Quality of service in multimedia digital libraries,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Sa&#239;d Hacid",ACM SIGMOD Record ,2001,ACM
373680,Infosphere project: system support for information flow applications,"Calton Pu, Karsten Schwan, Jonathan Walpole",ACM SIGMOD Record ,2001,ACM
344820,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,Opher Etzion,ACM SIGMOD Record ,1999,ACM
344822,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record ,2000,ACM
344825,Design and management of data warehouses report on the DMDW'99 workshop,"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",ACM SIGMOD Record ,1999,ACM
344828,Beyond document similarity: understanding value-based search and browsing technologies,"Andreas Paepcke, Hector Garcia-Molina, Gerard Rodriguez-Mula, Junghoo Cho",ACM SIGMOD Record ,2000,ACM
344839,Timer-driven database triggers and alerters: semantics and a challenge,"Eric N. Hanson, Lloyd X. Noronha",ACM SIGMOD Record ,1999,ACM
344843,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",ACM SIGMOD Record ,1999,ACM
344850,"Some remarks on variable independence, closure, and orthographic dimension in constraint databases",Leonid Libkin,ACM SIGMOD Record ,1999,ACM
344853,On views and XML,Serge Abiteboul,ACM SIGMOD Record ,1999,ACM
336590,The MLPQ/GIS constraint database system,"Peter Revesz, Rui Chen, Pradip Kanjamala, Yiming Li, Yuguo Liu, Yonghui Wang",International Conference on Management of Data,2000,ACM
344789,Evolution and change in data management - issues and directions,"John F. Roddick, Lina Al-Jadir, Leopoldo Bertossi, Marlon Dumas, Florida Estrella, Heidi Gregersen, Kathleen Hornsby, Jens Lufter, Federica Mandreoli, Tomi M&#228;nnist&#246;, Enric Mayol, Lex Wedemeijer",ACM SIGMOD Record ,2000,ACM
344794,Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",ACM SIGMOD Record ,2000,ACM
344799,Hierarchies and relative operators in the OLAP environment,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record ,2000,ACM
344803,An optimisation scheme for coalesce/valid time selection operator sequences,Costas Vassilakis,ACM SIGMOD Record ,2000,ACM
344808,Incremental maintenance of recursive views using relational calculus/SQL,"Guozhu Dong, Jianwen Su",ACM SIGMOD Record ,2000,ACM
344815,An extensible compressor for XML data,"Hartmut Liefke, Dan Suciu",ACM SIGMOD Record ,2000,ACM
344819,SQL standardization: the next steps,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2000,ACM
357778,Emancipating instances from the tyranny of classes in information modeling,"Jeffrey Parsons, Yair Wand",ACM Transactions on Database Systems (TODS) ,2000,ACM
357777,Tracing the lineage of view data in a warehousing environment,"Yingwei Cui, Jennifer Widom, Janet L. Wiener",ACM Transactions on Database Systems (TODS) ,2000,ACM
362094,Report on ISDO '00: the CAiSE*00 workshop on infrastructures for dynamic business-to-business service outsourcing,"Heiko Ludwig, Paul Grefen",ACM SIGMOD Record ,2000,ACM
362091,Workshop on performance and architecture of web servers,"Krishna Kant, Prasant Mohapatra",ACM SIGMOD Record ,2000,ACM
362098,Provision of market services for eCo compliant electronic marketplaces,"Sena Arpinar, Asuman Dogac",ACM SIGMOD Record ,2000,ACM
362096,Report on second international workshop on advanced issues of E-commerce and Web-based information systems,"Kun-Lung Wu, Philip S. Yu",ACM SIGMOD Record ,2000,ACM
362104,Generating spatiotemporal datasets on the WWW,"Yannis Theodoridis, Mario A. Nascimento",ACM SIGMOD Record ,2000,ACM
362101,Spatial operators,"Eliseo Clementini, Paolino Di Felice",ACM SIGMOD Record ,2000,ACM
344860,Practical lessons in supporting large-scale computational science,"Ron Musick, Terence Critchlow",ACM SIGMOD Record ,1999,ACM
344857,FinTime: a financial time series benchmark,"Kaippallimalil J. Jacob, Dennis Shasha",ACM SIGMOD Record ,1999,ACM
344869,A survey of logical models for OLAP databases,"Panos Vassiliadis, Timos Sellis",ACM SIGMOD Record ,1999,ACM
344864,SQLJ  Part 1: SQL routines using the Java programming language,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1999,ACM
352982,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Transactions on Database Systems (TODS) ,2000,ACM
352963,A foundation for representing and querying moving objects,"Ralf Hartmut G&#252;ting, Michael H. B&#246;hlen, Martin Erwig, Christian S. Jensen, Nikos A. Lorentzos, Markus Schneider, Michalis Vazirgiannis",ACM Transactions on Database Systems (TODS) ,2000,ACM
357776,A cost model for query processing in high dimensional data spaces,Christian B&#246;hm,ACM Transactions on Database Systems (TODS) ,2000,ACM
352983,A model for compound type changes encountered in schema evolution,Barbara Staudt Lerner,ACM Transactions on Database Systems (TODS) ,2000,ACM
